
02/02/18 21:19:40 INFO BBMain: *********************
02/02/18 21:19:40 INFO BBMain: berry boiler starting
02/02/18 21:19:40 INFO BBMain: *********************
02/02/18 21:19:40 INFO BBMain: dir = /home/pi/rpi-boiler
02/02/18 21:19:40 INFO BBSettings: Loaded from settings.json
02/02/18 21:19:40 INFO BBController: new (BBEvent0 0:0:0, 24:0:0, 0)
02/02/18 21:19:41 INFO BBController: Controller thread started
02/02/18 21:19:41 INFO BBMain: Threads
02/02/18 21:19:41 INFO BBMain: 		MainThread
02/02/18 21:19:41 INFO BBMain: 		BBController
02/02/18 21:19:41 INFO BBMain: 		BBLed_21
02/02/18 21:19:41 INFO BBWebUI: Starting bjoern server
02/02/18 21:19:41 INFO BBController: Tick 0 => 0; wifi = 35%
02/03/18 21:06:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 21:08:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 21:10:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 21:12:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 21:14:57 INFO BBController: Tick 1 => 1; wifi = 52%
02/03/18 21:16:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 21:18:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 21:20:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 21:22:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 21:24:57 INFO BBController: Tick 1 => 1; wifi = 44%
02/03/18 21:26:57 INFO BBController: Tick 1 => 1; wifi = 52%
02/03/18 21:28:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 21:30:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 21:32:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 21:34:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 21:36:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 21:38:11 INFO BBWebUI: <Request 'http://homefire.cf/get_status' [GET]> from 192.168.0.26
02/03/18 21:38:25 INFO BBWebUI: <Request 'http://homefire.cf/?sw' [GET]> from 192.168.0.26
02/03/18 21:38:25 INFO BBWebUI: <Request 'http://homefire.cf/static/style.css?508' [GET]> from 192.168.0.26
02/03/18 21:38:26 INFO BBWebUI: <Request 'http://homefire.cf/push_subscribe' [POST]> from 192.168.0.26
02/03/18 21:38:26 INFO BBWebUI: <Request 'http://homefire.cf/static/favicon-32x32.png' [GET]> from 192.168.0.26
02/03/18 21:38:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 21:40:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 21:42:49 INFO BBWebUI: <Request 'http://homefire.cf/get_status' [GET]> from 192.168.0.26
02/03/18 21:42:57 INFO BBController: Tick 1 => 1; wifi = 54%
02/03/18 21:44:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 21:46:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 21:48:57 INFO BBController: Tick 1 => 1; wifi = 52%
02/03/18 21:50:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 21:52:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 21:54:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 21:56:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 21:58:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 22:00:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 22:02:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 22:04:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 22:06:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 22:08:57 INFO BBController: Tick 1 => 1; wifi = 52%
02/03/18 22:10:57 INFO BBController: Tick 1 => 1; wifi = 51%
02/03/18 22:12:57 INFO BBController: Tick 1 => 1; wifi = 52%
02/03/18 22:14:58 INFO BBController: Tick 1 => 1; wifi = 50%
02/03/18 22:16:58 INFO BBController: Override event expired, deleting (BBEvent1 421576:16:46, 421582:16:46, 100)
02/03/18 22:16:58 INFO BBController: Tick 1 => 0; wifi = 52%
02/03/18 22:18:58 INFO BBController: Tick 0 => 0; wifi = 52%
02/03/18 22:20:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 22:22:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 22:24:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 22:26:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 22:28:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 22:30:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 22:32:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 22:34:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 22:36:58 INFO BBController: Tick 0 => 0; wifi = 50%
02/03/18 22:38:58 INFO BBController: Tick 0 => 0; wifi = 50%
02/03/18 22:40:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 22:42:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 22:44:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 22:46:58 INFO BBController: Tick 0 => 0; wifi = 50%
02/03/18 22:48:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 22:50:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 22:52:58 INFO BBController: Tick 0 => 0; wifi = 50%
02/03/18 22:54:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 22:56:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 22:58:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 23:00:58 INFO BBController: Tick 0 => 0; wifi = 50%
02/03/18 23:02:58 INFO BBController: Tick 0 => 0; wifi = 50%
02/03/18 23:04:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 23:06:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 23:08:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 23:10:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 23:12:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 23:14:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 23:16:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 23:18:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 23:20:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 23:22:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 23:24:58 INFO BBController: Tick 0 => 0; wifi = 52%
02/03/18 23:26:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 23:28:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 23:30:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 23:32:58 INFO BBController: Tick 0 => 0; wifi = 50%
02/03/18 23:34:58 INFO BBController: Tick 0 => 0; wifi = 52%
02/03/18 23:36:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 23:38:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 23:40:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 23:42:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 23:44:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 23:46:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 23:48:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 23:50:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 23:52:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 23:54:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 23:56:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/03/18 23:58:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 00:00:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 00:02:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 00:04:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 00:06:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 00:08:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 00:10:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 00:12:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 00:14:58 INFO BBController: Tick 0 => 0; wifi = 50%
02/04/18 00:16:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 00:18:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 00:20:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 00:22:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 00:24:58 INFO BBController: Tick 0 => 0; wifi = 50%
02/04/18 00:26:58 INFO BBController: Tick 0 => 0; wifi = 50%
02/04/18 00:28:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 00:30:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 00:32:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 00:34:58 INFO BBController: Tick 0 => 0; wifi = 50%
02/04/18 00:36:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 00:38:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 00:40:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 00:42:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 00:44:58 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 00:46:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 00:48:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 00:50:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 00:52:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 00:54:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 00:56:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 00:58:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 01:00:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 01:02:59 INFO BBController: Tick 0 => 0; wifi = 52%
02/04/18 01:04:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 01:06:59 INFO BBController: Tick 0 => 0; wifi = 52%
02/04/18 01:08:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 01:10:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 01:12:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 01:14:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 01:16:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 01:18:59 INFO BBController: Tick 0 => 0; wifi = 50%
02/04/18 01:20:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 01:22:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 01:24:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 01:26:59 INFO BBController: Tick 0 => 0; wifi = 50%
02/04/18 01:28:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 01:30:59 INFO BBController: Tick 0 => 0; wifi = 54%
02/04/18 01:32:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 01:34:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 01:36:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 01:38:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 01:40:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 01:42:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 01:44:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 01:46:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 01:48:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 01:50:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 01:52:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 01:54:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 01:56:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 01:58:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 02:00:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 02:02:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 02:04:59 INFO BBController: Tick 0 => 0; wifi = 55%
02/04/18 02:06:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 02:08:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 02:10:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 02:12:59 INFO BBController: Tick 0 => 0; wifi = 52%
02/04/18 02:14:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 02:16:59 INFO BBController: Tick 0 => 0; wifi = 50%
02/04/18 02:18:59 INFO BBController: Tick 0 => 0; wifi = 52%
02/04/18 02:20:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 02:22:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 02:24:59 INFO BBController: Tick 0 => 0; wifi = 52%
02/04/18 02:26:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 02:28:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 02:30:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 02:32:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 02:34:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 02:36:59 INFO BBController: Tick 0 => 0; wifi = 52%
02/04/18 02:38:59 INFO BBController: Tick 0 => 0; wifi = 54%
02/04/18 02:40:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 02:42:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 02:44:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 02:46:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 02:48:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 02:50:59 INFO BBController: Tick 0 => 0; wifi = 52%
02/04/18 02:52:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 02:54:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 02:56:59 INFO BBController: Tick 0 => 0; wifi = 50%
02/04/18 02:58:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 03:00:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 03:02:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 03:04:59 INFO BBController: Tick 0 => 0; wifi = 52%
02/04/18 03:06:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 03:08:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 03:10:59 INFO BBController: Tick 0 => 0; wifi = 52%
02/04/18 03:12:59 INFO BBController: Tick 0 => 0; wifi = 54%
02/04/18 03:14:59 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 03:16:59 INFO BBController: Tick 0 => 0; wifi = 52%
02/04/18 03:19:00 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 03:21:00 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 03:23:00 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 03:25:00 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 03:27:00 INFO BBController: Tick 0 => 0; wifi = 52%
02/04/18 03:29:00 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 03:31:00 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 03:33:00 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 03:35:00 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 03:37:00 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 03:39:00 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 03:41:00 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 03:43:00 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 03:45:00 INFO BBController: Tick 0 => 0; wifi = 50%
02/04/18 03:47:00 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 03:49:00 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 03:51:00 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 03:53:00 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 03:55:00 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 03:57:00 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 03:59:00 INFO BBController: Tick 0 => 0; wifi = 52%
02/04/18 04:01:00 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 04:03:00 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 04:05:00 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 04:07:00 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 04:09:00 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 04:11:00 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 04:13:00 INFO BBController: Tick 0 => 0; wifi = 52%
02/04/18 04:15:00 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 04:16:20 INFO BBWebUI: <Request 'http://homefire.cf/get_status' [GET]> from 192.168.0.26
02/04/18 04:16:39 INFO BBWebUI: <Request 'http://homefire.cf/?sw' [GET]> from 192.168.0.26
02/04/18 04:16:39 INFO BBWebUI: <Request 'http://homefire.cf/static/style.css?605' [GET]> from 192.168.0.26
02/04/18 04:16:39 INFO BBWebUI: <Request 'http://homefire.cf/static/jquery.js' [GET]> from 192.168.0.26
02/04/18 04:16:40 INFO BBWebUI: <Request 'http://homefire.cf/static/bootstrap-switch-master/dist/js/bootstrap-switch.min.js' [GET]> from 192.168.0.26
02/04/18 04:16:40 INFO BBWebUI: <Request 'http://homefire.cf/static/moment.min.js' [GET]> from 192.168.0.26
02/04/18 04:16:40 INFO BBWebUI: <Request 'http://homefire.cf/static/bootstrap/js/bootstrap.min.js' [GET]> from 192.168.0.26
02/04/18 04:16:40 INFO BBWebUI: <Request 'http://homefire.cf/static/bootstrap/css/bootstrap-slate.css' [GET]> from 192.168.0.26
02/04/18 04:16:40 INFO BBWebUI: <Request 'http://homefire.cf/static/bootstrap-switch-master/dist/css/bootstrap3/bootstrap-switch.min.css' [GET]> from 192.168.0.26
02/04/18 04:16:40 INFO BBWebUI: <Request 'http://homefire.cf/static/favicon-32x32.png' [GET]> from 192.168.0.26
02/04/18 04:16:40 INFO BBWebUI: <Request 'http://homefire.cf/push_subscribe' [POST]> from 192.168.0.26
02/04/18 04:16:41 INFO BBWebUI: <Request 'http://homefire.cf/sw.js' [GET]> from 192.168.0.26
02/04/18 04:16:41 INFO BBWebUI: here
02/04/18 04:17:00 INFO BBController: Tick 0 => 0; wifi = 55%
02/04/18 04:17:10 INFO BBWebUI: <Request 'http://homefire.cf/get_status' [GET]> from 192.168.0.26
02/04/18 04:17:27 INFO BBWebUI: <Request 'http://homefire.cf/set_override_event/1517721000/1517727300/50.0' [GET]> from 192.168.0.26
02/04/18 04:17:27 INFO BBController: new (BBEvent2 421589:10:0, 421590:55:0, 50)
02/04/18 04:17:27 INFO BBController: Tick 0 => 0; wifi = 54%
02/04/18 04:19:27 INFO BBController: Tick 0 => 0; wifi = 52%
02/04/18 04:21:27 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 04:23:27 INFO BBController: Tick 0 => 0; wifi = 52%
02/04/18 04:25:27 INFO BBController: Tick 0 => 0; wifi = 52%
02/04/18 04:27:27 INFO BBController: Tick 0 => 0; wifi = 52%
02/04/18 04:29:27 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 04:31:27 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 04:33:27 INFO BBController: Tick 0 => 0; wifi = 52%
02/04/18 04:35:27 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 04:37:27 INFO BBController: Tick 0 => 0; wifi = 52%
02/04/18 04:39:27 INFO BBController: Tick 0 => 0; wifi = 52%
02/04/18 04:41:27 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 04:43:27 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 04:45:27 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 04:47:27 INFO BBController: Tick 0 => 0; wifi = 52%
02/04/18 04:49:27 INFO BBController: Tick 0 => 0; wifi = 51%
02/04/18 04:49:50 INFO BBWebUI: <Request 'http://homefire.cf/get_status' [GET]> from 192.168.0.26
02/04/18 04:49:52 INFO BBWebUI: <Request 'http://homefire.cf/set_override_event/1517719790/1517741390/100.0' [GET]> from 192.168.0.26
02/04/18 04:49:52 INFO BBController: new (BBEvent3 421588:49:50, 421594:49:50, 100)
02/04/18 04:49:52 INFO BBController: Tick 1 => 1; wifi = 64%
02/04/18 04:51:52 INFO BBController: Tick 1 => 1; wifi = 51%
02/04/18 04:53:52 INFO BBController: Tick 1 => 1; wifi = 51%
02/04/18 04:55:52 INFO BBController: Tick 1 => 1; wifi = 51%
02/04/18 04:57:52 INFO BBController: Tick 1 => 1; wifi = 52%
02/04/18 04:59:52 INFO BBController: Tick 1 => 1; wifi = 51%
02/04/18 05:01:52 INFO BBController: Tick 1 => 1; wifi = 51%
02/04/18 05:03:52 INFO BBController: Tick 1 => 1; wifi = 51%
02/04/18 05:05:52 INFO BBController: Tick 1 => 1; wifi = 52%
02/04/18 05:07:52 INFO BBController: Tick 1 => 1; wifi = 52%
02/04/18 05:09:52 INFO BBController: Tick 1 => 1; wifi = 51%
02/04/18 05:11:52 INFO BBController: Tick 1 => 1; wifi = 51%
02/04/18 05:13:52 INFO BBController: Tick 1 => 1; wifi = 52%
02/04/18 05:15:52 INFO BBController: Tick 1 => 1; wifi = 51%
02/04/18 05:17:52 INFO BBController: Tick 1 => 1; wifi = 51%
02/04/18 05:19:52 INFO BBController: Tick 1 => 1; wifi = 51%
02/04/18 05:21:52 INFO BBController: Tick 1 => 1; wifi = 52%
02/04/18 05:23:52 INFO BBController: Tick 1 => 1; wifi = 51%
02/04/18 05:25:52 INFO BBController: Tick 1 => 1; wifi = 52%
02/04/18 05:27:52 INFO BBController: Tick 1 => 1; wifi = 51%
02/04/18 05:29:52 INFO BBController: Tick 1 => 1; wifi = 55%
02/04/18 05:31:52 INFO BBController: Tick 1 => 1; wifi = 51%
02/04/18 05:33:52 INFO BBController: Tick 1 => 1; wifi = 51%
02/04/18 05:35:52 INFO BBController: Tick 1 => 1; wifi = 52%
02/04/18 05:37:52 INFO BBController: Tick 1 => 1; wifi = 51%
02/04/18 05:39:52 INFO BBController: Tick 1 => 1; wifi = 51%
02/04/18 05:41:52 INFO BBController: Tick 1 => 1; wifi = 51%
02/04/18 05:43:52 INFO BBController: Tick 1 => 1; wifi = 52%
02/04/18 05:45:52 INFO BBController: Tick 1 => 1; wifi = 51%
02/04/18 05:47:52 INFO BBController: Tick 1 => 1; wifi = 51%
02/04/18 05:49:52 INFO BBController: Tick 1 => 1; wifi = 51%
02/04/18 05:51:52 INFO BBController: Tick 1 => 1; wifi = 42%
02/04/18 05:53:52 INFO BBController: Tick 1 => 1; wifi = 47%
02/04/18 05:55:52 INFO BBController: Tick 1 => 1; wifi = 47%
02/04/18 05:57:52 INFO BBController: Tick 1 => 1; wifi = 50%
02/04/18 05:59:52 INFO BBController: Tick 1 => 1; wifi = 42%
02/04/18 06:01:53 INFO BBController: Tick 1 => 1; wifi = 50%
02/04/18 06:03:53 INFO BBController: Tick 1 => 1; wifi = 52%
02/04/18 06:05:53 INFO BBController: Tick 1 => 1; wifi = 50%
02/04/18 06:07:53 INFO BBController: Tick 1 => 1; wifi = 50%
02/04/18 06:09:53 INFO BBController: Tick 1 => 1; wifi = 50%
02/04/18 06:11:53 INFO BBController: Tick 1 => 1; wifi = 50%
02/04/18 06:13:53 INFO BBController: Tick 1 => 1; wifi = 50%
02/04/18 06:15:53 INFO BBController: Tick 1 => 1; wifi = 50%
02/04/18 06:17:53 INFO BBController: Tick 1 => 1; wifi = 41%
02/04/18 06:19:53 INFO BBController: Tick 1 => 1; wifi = 44%
02/04/18 06:21:53 INFO BBController: Tick 1 => 1; wifi = 48%
02/04/18 06:23:53 INFO BBController: Tick 1 => 1; wifi = 51%
02/04/18 06:25:53 INFO BBController: Tick 1 => 1; wifi = 45%
02/04/18 06:27:53 INFO BBController: Tick 1 => 1; wifi = 42%
02/04/18 06:29:53 INFO BBController: Tick 1 => 1; wifi = 48%
02/04/18 06:31:53 INFO BBController: Tick 1 => 1; wifi = 45%
02/04/18 06:33:53 INFO BBController: Tick 1 => 1; wifi = 40%
02/04/18 06:35:53 INFO BBController: Tick 1 => 1; wifi = 45%
02/04/18 06:37:53 INFO BBController: Tick 1 => 1; wifi = 55%
02/04/18 06:39:53 INFO BBController: Tick 1 => 1; wifi = 52%
02/04/18 06:41:53 INFO BBController: Tick 1 => 1; wifi = 52%
02/04/18 06:43:53 INFO BBController: Tick 1 => 1; wifi = 51%
02/04/18 06:45:53 INFO BBController: Tick 1 => 1; wifi = 51%
02/04/18 06:47:53 INFO BBController: Tick 1 => 1; wifi = 51%
02/04/18 06:49:03 INFO BBWebUI: <Request 'http://homefire.cf/get_status' [GET]> from 192.168.0.26
02/04/18 06:49:05 INFO BBWebUI: <Request 'http://homefire.cf/set_override_event/1517726943/1517748543/0.0' [GET]> from 192.168.0.26
02/04/18 06:49:05 INFO BBController: new (BBEvent4 421590:49:3, 421596:49:3, 0)
02/04/18 06:49:05 INFO BBController: Tick 0 => 0; wifi = 64%
02/04/18 06:49:06 INFO BBWebUI: <Request 'http://homefire.cf/?sw' [GET]> from 192.168.0.26
02/04/18 06:49:06 INFO BBWebUI: <Request 'http://homefire.cf/static/style.css?800' [GET]> from 192.168.0.26
02/04/18 06:49:07 INFO BBWebUI: <Request 'http://homefire.cf/static/favicon-32x32.png' [GET]> from 192.168.0.26
02/04/18 06:49:07 INFO BBWebUI: <Request 'http://homefire.cf/push_subscribe' [POST]> from 192.168.0.26
02/04/18 06:51:05 INFO BBController: Tick 0 => 0; wifi = 50%
02/04/18 06:53:05 INFO BBController: Tick 0 => 0; wifi = 47%
02/04/18 06:55:05 INFO BBController: Tick 0 => 0; wifi = 45%
02/04/18 06:57:05 INFO BBController: Tick 0 => 0; wifi = 47%
02/04/18 06:59:05 INFO BBController: Tick 0 => 0; wifi = 48%
02/04/18 07:01:05 INFO BBController: Tick 0 => 0; wifi = 47%
02/04/18 07:03:05 INFO BBController: Tick 0 => 0; wifi = 48%
02/04/18 07:05:05 INFO BBController: Tick 0 => 0; wifi = 44%
02/04/18 07:07:05 INFO BBController: Tick 0 => 0; wifi = 50%
02/04/18 07:09:05 INFO BBController: Tick 0 => 0; wifi = 50%
02/04/18 07:11:05 INFO BBController: Tick 0 => 0; wifi = 50%
02/04/18 07:13:05 INFO BBController: Tick 0 => 0; wifi = 48%
02/04/18 07:15:05 INFO BBController: Tick 0 => 0; wifi = 38%
02/04/18 07:17:05 INFO BBController: Tick 0 => 0; wifi = 48%
02/04/18 07:19:05 INFO BBController: Tick 0 => 0; wifi = 47%
02/04/18 07:21:05 INFO BBController: Tick 0 => 0; wifi = 45%
02/04/18 07:23:05 INFO BBController: Tick 0 => 0; wifi = 47%
02/04/18 07:25:05 INFO BBController: Tick 0 => 0; wifi = 48%
02/04/18 07:27:05 INFO BBController: Tick 0 => 0; wifi = 47%
02/04/18 07:29:05 INFO BBController: Tick 0 => 0; wifi = 37%
